time,vehc
4:46:20 AM,0
4:47:39 AM,0
4:48:59 AM,0
4:50:18 AM,0
4:51:38 AM,1
4:52:59 AM,0
4:54:18 AM,0
4:55:35 AM,0
4:56:54 AM,0
4:58:13 AM,0
4:59:32 AM,0
5:00:50 AM,0
5:02:09 AM,0
5:03:30 AM,1
5:04:50 AM,0
5:06:08 AM,0
5:07:26 AM,0
5:08:46 AM,0
5:10:05 AM,0
5:11:25 AM,0
5:12:43 AM,0
5:14:01 AM,0
5:15:20 AM,0
5:16:40 AM,0
5:17:59 AM,0
5:19:18 AM,1
5:20:36 AM,0
5:21:55 AM,0
5:23:14 AM,0
5:24:33 AM,0
5:25:53 AM,1
5:27:10 AM,0
5:28:29 AM,0
5:29:48 AM,0
5:31:07 AM,0
5:32:26 AM,1
5:33:43 AM,0
5:35:02 AM,1
5:36:20 AM,0
5:37:40 AM,0
5:39:02 AM,0
5:40:22 AM,0
5:41:41 AM,0
5:43:00 AM,0
5:44:19 AM,0
5:45:39 AM,0
5:47:02 AM,0
5:48:20 AM,0
5:49:40 AM,0
5:50:59 AM,0
5:52:18 AM,0
5:53:37 AM,0
5:54:57 AM,0
5:56:16 AM,0
5:57:35 AM,0
5:58:54 AM,0
6:00:15 AM,1
6:01:32 AM,0
6:02:52 AM,0
6:04:11 AM,0
6:05:29 AM,0
6:06:48 AM,0
6:08:07 AM,1
6:09:25 AM,0
6:10:44 AM,0
6:12:02 AM,0
6:13:22 AM,0
6:14:42 AM,0
6:16:00 AM,0
6:17:21 AM,0
6:18:39 AM,0
6:20:01 AM,0
6:21:19 AM,0
6:22:39 AM,0
6:23:59 AM,0
6:25:18 AM,0
6:26:36 AM,0
6:27:55 AM,0
6:29:13 AM,0
6:30:33 AM,0
6:31:51 AM,0
6:33:10 AM,0
6:34:31 AM,0
6:35:51 AM,2
6:37:09 AM,1
6:38:28 AM,0
6:39:48 AM,1
6:41:07 AM,0
6:42:24 AM,0
6:43:44 AM,0
6:45:03 AM,0
6:46:28 AM,1
6:47:48 AM,2
6:49:08 AM,0
6:50:26 AM,0
6:51:46 AM,1
6:53:06 AM,0
6:54:24 AM,1
6:55:43 AM,3
6:57:05 AM,2
6:58:24 AM,0
6:59:45 AM,1
7:01:05 AM,1
7:02:23 AM,1
7:03:46 AM,3
7:05:05 AM,0
7:06:22 AM,0
7:07:47 AM,0
7:09:06 AM,2
7:10:24 AM,4
7:11:45 AM,0
7:13:04 AM,2
7:14:26 AM,2
7:15:46 AM,0
7:17:09 AM,4
7:18:34 AM,0
7:20:02 AM,6
7:21:23 AM,2
7:22:43 AM,2
7:24:02 AM,1
7:25:21 AM,2
7:26:47 AM,5
7:28:05 AM,1
7:29:25 AM,1
7:30:47 AM,2
7:32:09 AM,2
7:33:28 AM,0
7:34:47 AM,0
7:36:08 AM,2
7:37:26 AM,0
7:38:51 AM,4
7:40:10 AM,1
7:41:31 AM,5
7:42:51 AM,2
7:44:18 AM,3
7:45:39 AM,2
7:46:57 AM,0
7:48:19 AM,0
7:49:46 AM,3
7:51:07 AM,4
7:52:29 AM,0
7:53:50 AM,2
7:55:13 AM,4
7:56:39 AM,3
7:58:01 AM,5
7:59:19 AM,1
8:00:41 AM,1
8:01:23 AM,1
8:02:07 AM,1
8:02:46 AM,1
8:03:26 AM,0
8:04:45 AM,1
8:05:30 AM,0
8:06:15 AM,1
8:06:55 AM,1
8:07:35 AM,2
8:08:14 AM,2
8:08:54 AM,2
8:09:45 AM,1
8:10:48 AM,2
8:12:01 AM,4
8:12:44 AM,1
8:13:24 AM,1
8:14:16 AM,2
8:14:57 AM,2
8:15:35 AM,1
8:16:16 AM,0
8:16:57 AM,1
8:17:36 AM,0
8:18:15 AM,1
8:18:56 AM,1
8:19:37 AM,4
8:20:16 AM,2
8:21:03 AM,5
8:21:40 AM,1
8:22:23 AM,1
8:23:03 AM,1
8:23:44 AM,0
8:24:46 AM,1
8:25:27 AM,2
8:26:10 AM,1
8:27:10 AM,1
8:27:49 AM,2
8:28:29 AM,2
8:29:12 AM,4
8:29:49 AM,0
8:30:30 AM,2
8:31:10 AM,1
8:32:11 AM,0
8:32:53 AM,2
8:33:32 AM,3
8:34:12 AM,2
8:34:59 AM,2
8:35:39 AM,0
8:36:20 AM,0
8:37:23 AM,3
8:38:07 AM,4
8:38:46 AM,0
8:39:25 AM,0
8:40:05 AM,0
8:40:45 AM,1
8:41:27 AM,0
8:42:09 AM,1
8:42:53 AM,3
8:43:38 AM,0
8:44:19 AM,3
8:44:58 AM,0
8:45:42 AM,1
8:46:46 AM,4
8:47:28 AM,3
8:48:09 AM,2
8:48:52 AM,2
8:49:32 AM,3
8:50:14 AM,2
8:51:25 AM,6
8:52:04 AM,0
8:52:44 AM,1
8:53:27 AM,2
8:54:06 AM,0
8:54:45 AM,0
8:55:26 AM,3
8:56:09 AM,2
8:56:48 AM,0
8:57:28 AM,0
8:58:15 AM,0
8:58:56 AM,0
8:59:36 AM,2
9:00:19 AM,2
9:01:00 AM,2
9:01:47 AM,4
9:02:39 AM,0
9:03:34 AM,0
9:04:18 AM,0
9:05:03 AM,3
9:05:43 AM,3
9:06:22 AM,2
9:07:09 AM,4
9:07:50 AM,0
9:08:40 AM,1
9:09:20 AM,0
9:09:58 AM,0
9:10:39 AM,1
9:11:17 AM,0
9:11:57 AM,1
9:12:40 AM,1
9:13:20 AM,2
9:14:04 AM,3
9:15:17 AM,0
9:15:59 AM,1
9:16:39 AM,0
9:17:38 AM,1
9:18:20 AM,1
9:19:00 AM,0
9:19:41 AM,1
9:20:20 AM,1
9:21:00 AM,0
9:21:38 AM,0
9:22:19 AM,1
9:22:59 AM,0
9:23:38 AM,0
9:24:17 AM,0
9:24:57 AM,1
9:25:36 AM,0
9:26:15 AM,2
9:27:15 AM,1
9:28:01 AM,1
9:28:40 AM,0
9:29:41 AM,0
9:30:20 AM,1
9:31:03 AM,3
9:31:43 AM,0
9:32:23 AM,0
9:33:03 AM,2
9:33:47 AM,4
9:34:29 AM,1
9:35:14 AM,3
9:36:11 AM,1
9:36:51 AM,0
9:37:31 AM,0
9:38:11 AM,2
9:39:13 AM,3
9:39:52 AM,1
9:40:34 AM,0
9:41:13 AM,1
9:41:53 AM,1
9:42:51 AM,1
9:43:31 AM,0
9:44:31 AM,1
9:45:30 AM,1
9:46:17 AM,3
9:47:21 AM,0
9:48:01 AM,0
9:48:41 AM,0
9:49:20 AM,2
9:50:00 AM,2
9:50:43 AM,4
9:51:24 AM,2
9:52:09 AM,2
9:52:49 AM,0
9:53:27 AM,0
9:54:07 AM,1
9:54:45 AM,1
9:55:26 AM,0
9:56:07 AM,2
9:57:12 AM,2
9:57:51 AM,0
9:58:57 AM,4
9:59:38 AM,1
10:00:23 AM,1
10:01:21 AM,0
10:01:59 AM,2
10:03:00 AM,2
10:03:39 AM,2
10:04:21 AM,4
10:05:01 AM,0
10:05:39 AM,0
10:06:19 AM,0
10:06:59 AM,1
10:08:03 AM,4
10:09:03 AM,1
10:09:41 AM,0
10:10:21 AM,1
10:11:00 AM,0
10:11:44 AM,2
10:12:25 AM,0
10:13:05 AM,2
10:13:46 AM,0
10:14:33 AM,2
10:15:14 AM,1
10:16:16 AM,0
10:17:01 AM,3
10:17:45 AM,2
10:18:26 AM,3
10:19:30 AM,2
10:20:14 AM,0
10:20:59 AM,0
10:21:39 AM,0
10:22:45 AM,0
10:23:47 AM,0
10:24:27 AM,0
10:25:06 AM,1
10:25:51 AM,3
10:26:33 AM,1
10:27:15 AM,2
10:27:56 AM,1
10:28:34 AM,0
10:29:16 AM,0
10:30:29 AM,5
10:31:13 AM,8
10:31:53 AM,0
10:32:31 AM,0
10:33:54 AM,2
10:34:36 AM,3
10:35:16 AM,0
10:35:59 AM,3
10:36:37 AM,0
10:37:17 AM,0
10:37:56 AM,0
10:38:36 AM,1
10:39:37 AM,1
10:40:23 AM,1
10:41:01 AM,0
10:41:43 AM,2
10:42:23 AM,1
10:43:21 AM,0
10:44:01 AM,2
10:44:59 AM,1
10:45:41 AM,2
10:46:27 AM,3
10:47:07 AM,0
10:47:46 AM,1
10:49:23 AM,2
10:50:04 AM,1
10:51:10 AM,4
10:52:11 AM,1
10:52:49 AM,1
10:53:29 AM,1
10:54:09 AM,1
10:54:49 AM,0
10:55:29 AM,1
10:56:08 AM,2
10:57:07 AM,0
10:58:10 AM,1
10:58:50 AM,1
10:59:29 AM,0
11:00:09 AM,1
11:00:51 AM,1
11:01:51 AM,2
11:02:29 AM,0
11:03:15 AM,2
11:04:21 AM,2
11:05:04 AM,2
11:05:45 AM,1
11:06:28 AM,0
11:07:09 AM,2
11:08:09 AM,1
11:09:15 AM,4
11:10:18 AM,0
11:11:29 AM,1
11:12:09 AM,0
11:12:48 AM,1
11:13:48 AM,2
11:14:45 AM,2
11:15:25 AM,2
11:16:12 AM,1
11:16:50 AM,1
11:17:55 AM,3
11:18:43 AM,0
11:19:42 AM,0
11:20:21 AM,1
11:21:03 AM,1
11:21:42 AM,1
11:22:26 AM,0
11:23:10 AM,2
11:24:09 AM,0
11:24:49 AM,2
11:25:47 AM,0
11:26:29 AM,1
11:27:08 AM,1
11:27:47 AM,1
11:28:28 AM,2
11:29:27 AM,1
11:30:10 AM,0
11:30:58 AM,2
11:32:00 AM,2
11:32:44 AM,0
11:33:24 AM,2
11:34:06 AM,2
11:35:05 AM,2
11:35:47 AM,2
11:36:49 AM,2
11:37:29 AM,2
11:38:10 AM,0
11:38:56 AM,2
11:40:03 AM,5
11:40:46 AM,1
11:41:28 AM,2
11:42:12 AM,1
11:42:54 AM,1
11:43:56 AM,1
11:44:39 AM,4
11:45:55 AM,4
11:46:35 AM,0
11:47:44 AM,3
11:48:22 AM,1
11:49:12 AM,1
11:50:00 AM,0
11:50:39 AM,1
11:51:41 AM,2
11:52:23 AM,0
11:53:04 AM,0
11:53:48 AM,0
11:54:29 AM,2
11:55:08 AM,1
11:56:13 AM,4
11:56:57 AM,1
11:57:37 AM,1
11:59:07 AM,4
